Name,Gender,Grade,Math,Science,English,Total,score,grade,passed,score_category,rank
Advika,Female,8,37.0,38.0,91.0,166,55.333333333333336,D,True,Medium,350
Kabir,Male,12,81.0,75.0,10.0,166,55.333333333333336,D,True,Medium,350
Vihaan,Male,9,63.0,22.0,81.0,166,55.333333333333336,D,True,Medium,350
Rohan,1,4,54.0,70.0,42.0,166,55.333333333333336,D,True,Medium,350
Ishaan,Female,12,22.0,73.0,71.0,166,55.333333333333336,D,True,Medium,350
Aarav,Female,11,16.0,78.0,71.0,165,55.0,D,True,Medium,358
Kabir,Female,1,36.0,32.0,97.0,165,55.0,D,True,Medium,358
Aarav,Female,10,71.0,34.0,60.0,165,55.0,D,True,Medium,358
Aarav,Male,9,22.0,87.0,56.0,165,55.0,D,True,Medium,358
Vihaan,Male,3,76.0,29.0,60.0,165,55.0,D,True,Medium,358
Ananya,Female,5,59.0,75.0,31.0,165,55.0,D,True,Medium,358
Shaurya,1,10,89.0,2.0,74.0,165,55.0,D,True,Medium,358
Saanvi,Male,2,75.0,16.0,74.0,165,55.0,D,True,Medium,358
Vihaan,Female,6,20.0,94.0,51.0,165,55.0,D,True,Medium,358
Ishaan,Female,6,45.0,93.0,27.0,165,55.0,D,True,Medium,358
Kabir,Male,9,41.0,53.0,71.0,165,55.0,D,True,Medium,358
Advika,Male,6,11.0,85.0,68.0,164,54.66666666666666,D,True,Medium,366
Aditi,Male,4,34.0,66.0,64.0,164,54.66666666666666,D,True,Medium,366
Shaurya,Female,6,88.0,9.0,67.0,164,54.66666666666666,D,True,Medium,366
Ishaan,Male,9,71.0,10.0,83.0,164,54.66666666666666,D,True,Medium,366
Arjun,Male,3,83.0,37.0,44.0,164,54.66666666666666,D,True,Medium,366
Saanvi,Female,9,54.0,18.0,92.0,164,54.66666666666666,D,True,Medium,366
Aryan,Female,9,87.0,20.0,56.0,163,54.333333333333336,D,True,Medium,373
Rohan,Female,5,91.0,63.0,9.0,163,54.333333333333336,D,True,Medium,373
Arjun,Male,3,55.0,24.0,84.0,163,54.333333333333336,D,True,Medium,373
Diya,Female,5,55.0,19.0,89.0,163,54.333333333333336,D,True,Medium,373
Ishaan,Male,6,38.0,60.0,65.0,163,54.333333333333336,D,True,Medium,373
Aryan,Male,10,62.0,76.0,25.0,163,54.333333333333336,D,True,Medium,373
Zara,Male,12,43.0,26.0,94.0,163,54.333333333333336,D,True,Medium,373
Zara,Female,10,94.0,34.0,34.0,162,54.0,D,True,Medium,379
Ananya,Male,5,62.0,94.0,6.0,162,54.0,D,True,Medium,379
Zara,Female,2,84.0,63.0,15.0,162,54.0,D,True,Medium,379
Aarav,1,2,46.0,72.0,44.0,162,54.0,D,True,Medium,379
Navya,1,2,7.0,87.0,68.0,162,54.0,D,True,Medium,379
Shaurya,Female,6,78.0,71.0,13.0,162,54.0,D,True,Medium,379
Shaurya,Female,1,72.0,20.0,69.0,161,53.66666666666666,D,True,Medium,387
Krishna,Male,8,88.0,22.0,51.0,161,53.66666666666666,D,True,Medium,387
Isha,Female,6,81.0,27.0,53.0,161,53.66666666666666,D,True,Medium,387
Vihaan,Female,7,58.0,47.0,56.0,161,53.66666666666666,D,True,Medium,387
Myra,1,10,95.0,62.0,4.0,161,53.66666666666666,D,True,Medium,387
Reyansh,Male,4,33.0,78.0,50.0,161,53.66666666666666,D,True,Medium,387
Aditi,Female,4,63.0,59.0,39.0,161,53.66666666666666,D,True,Medium,387
Krishna,Male,5,26.0,95.0,40.0,161,53.66666666666666,D,True,Medium,387
Aarav,Female,6,50.0,72.0,39.0,161,53.66666666666666,D,True,Medium,387
Anika,Male,5,34.0,50.0,76.0,160,53.333333333333336,D,True,Medium,394
Isha,Female,6,60.0,80.0,20.0,160,53.333333333333336,D,True,Medium,394
Kabir,Female,3,97.0,4.0,59.0,160,53.333333333333336,D,True,Medium,394
Vihaan,Male,9,44.0,40.0,76.0,160,53.333333333333336,D,True,Medium,394
Shaurya,Male,12,40.0,73.0,47.0,160,53.333333333333336,D,True,Medium,394
Kabir,1,4,96.0,14.0,49.0,159,53.0,D,True,Medium,401
Ishaan,Male,1,80.0,67.0,12.0,159,53.0,D,True,Medium,401
Anika,Female,1,24.0,95.0,40.0,159,53.0,D,True,Medium,401
Ananya,Female,11,18.0,91.0,50.0,159,53.0,D,True,Medium,401
Arjun,1,4,42.0,62.0,55.0,159,53.0,D,True,Medium,401
Kabir,Male,12,32.0,28.0,99.0,159,53.0,D,True,Medium,401
Zara,Male,10,27.0,69.0,63.0,159,53.0,D,True,Medium,401
Myra,1,12,87.0,41.0,31.0,159,53.0,D,True,Medium,401
Rohan,Female,12,85.0,44.0,30.0,159,53.0,D,True,Medium,401
Navya,Female,12,48.0,35.0,76.0,159,53.0,D,True,Medium,401
Arjun,Female,4,56.0,26.0,76.0,158,52.66666666666666,D,True,Medium,410
Myra,Male,7,74.0,12.0,72.0,158,52.66666666666666,D,True,Medium,410
Diya,Female,11,89.0,44.0,25.0,158,52.66666666666666,D,True,Medium,410
Reyansh,Male,11,52.0,21.0,85.0,158,52.66666666666666,D,True,Medium,410
Krishna,Male,2,57.0,76.0,25.0,158,52.66666666666666,D,True,Medium,410
Anika,Female,3,30.0,35.0,93.0,158,52.66666666666666,D,True,Medium,410
Rohan,Male,1,14.0,76.0,68.0,158,52.66666666666666,D,True,Medium,410
Saanvi,Female,1,79.0,61.0,17.0,157,52.333333333333336,D,True,Medium,419
Myra,Male,5,2.0,83.0,72.0,157,52.333333333333336,D,True,Medium,419
Kabir,Male,5,21.0,52.0,84.0,157,52.333333333333336,D,True,Medium,419
Ishaan,Male,8,56.0,28.0,73.0,157,52.333333333333336,D,True,Medium,419
Reyansh,Female,3,30.0,89.0,38.0,157,52.333333333333336,D,True,Medium,419
Diya,1,8,24.0,51.0,82.0,157,52.333333333333336,D,True,Medium,419
Arjun,Female,7,43.0,68.0,46.0,157,52.333333333333336,D,True,Medium,419
Myra,Male,2,31.0,97.0,29.0,157,52.333333333333336,D,True,Medium,419
Ananya,Male,12,65.0,60.0,32.0,157,52.333333333333336,D,True,Medium,419
Shaurya,Male,8,44.0,62.0,51.0,157,52.333333333333336,D,True,Medium,419
Advika,Female,2,56.0,11.0,90.0,157,52.333333333333336,D,True,Medium,419
Kabir,Female,2,83.0,68.0,5.0,156,52.0,D,True,Medium,427
Aryan,Male,6,76.0,17.0,63.0,156,52.0,D,True,Medium,427
Aditi,Male,12,18.0,81.0,57.0,156,52.0,D,True,Medium,427
Kabir,Male,12,98.0,21.0,37.0,156,52.0,D,True,Medium,427
Navya,Female,8,54.0,65.0,37.0,156,52.0,D,True,Medium,427
Kabir,Male,3,66.0,26.0,64.0,156,52.0,D,True,Medium,427
Vihaan,Female,1,41.0,30.0,84.0,155,51.66666666666666,D,True,Medium,435
Aarav,Female,5,51.0,61.0,43.0,155,51.66666666666666,D,True,Medium,435
Navya,Female,5,59.0,3.0,93.0,155,51.66666666666666,D,True,Medium,435
Kabir,Male,6,28.0,27.0,100.0,155,51.66666666666666,D,True,Medium,435
Navya,1,4,58.0,38.0,59.0,155,51.66666666666666,D,True,Medium,435
Aarav,Male,4,74.0,71.0,10.0,155,51.66666666666666,D,True,Medium,435
Reyansh,Male,1,33.0,36.0,86.0,155,51.66666666666666,D,True,Medium,435
Zara,Male,3,71.0,36.0,48.0,155,51.66666666666666,D,True,Medium,435
Arjun,1,2,31.0,90.0,34.0,155,51.66666666666666,D,True,Medium,435
Navya,1,6,97.0,53.0,4.0,154,51.333333333333336,D,True,Medium,443
Zara,Female,3,23.0,70.0,61.0,154,51.333333333333336,D,True,Medium,443
Reyansh,Male,2,64.0,37.0,53.0,154,51.333333333333336,D,True,Medium,443
Rohan,Male,8,44.0,14.0,96.0,154,51.333333333333336,D,True,Medium,443
Aarav,Female,3,0.0,77.0,77.0,154,51.333333333333336,D,True,Medium,443
Krishna,Male,4,36.0,84.0,34.0,154,51.333333333333336,D,True,Medium,443
Ananya,Male,4,54.0,89.0,11.0,154,51.333333333333336,D,True,Medium,443
Ananya,1,3,87.0,23.0,44.0,154,51.333333333333336,D,True,Medium,443
Kabir,Male,11,29.0,95.0,29.0,153,51.0,D,True,Medium,453
Zara,Male,5,27.0,52.0,74.0,153,51.0,D,True,Medium,453
Advika,1,12,14.0,85.0,54.0,153,51.0,D,True,Medium,453
Anika,Female,6,38.0,96.0,19.0,153,51.0,D,True,Medium,453
Aryan,1,3,77.0,2.0,74.0,153,51.0,D,True,Medium,453
Arjun,Male,9,58.0,89.0,6.0,153,51.0,D,True,Medium,453
Zara,Male,5,62.0,25.0,66.0,153,51.0,D,True,Medium,453
Ananya,Male,6,1.0,60.0,92.0,153,51.0,D,True,Medium,453
Diya,Male,4,87.0,46.0,20.0,153,51.0,D,True,Medium,453
Aryan,Male,4,43.0,91.0,19.0,153,51.0,D,True,Medium,453
Diya,Female,12,21.0,75.0,57.0,153,51.0,D,True,Medium,453
Arjun,Male,10,57.0,54.0,42.0,153,51.0,D,True,Medium,453
Isha,Female,2,76.0,52.0,24.0,152,50.66666666666666,D,True,Medium,462
Advika,Female,5,71.0,41.0,40.0,152,50.66666666666666,D,True,Medium,462
Shaurya,Female,12,42.0,18.0,92.0,152,50.66666666666666,D,True,Medium,462
Kabir,Female,7,53.0,2.0,97.0,152,50.66666666666666,D,True,Medium,462
Reyansh,Female,5,74.0,60.0,18.0,152,50.66666666666666,D,True,Medium,462
Aryan,Female,3,31.0,86.0,35.0,152,50.66666666666666,D,True,Medium,462
Advika,Female,9,52.0,41.0,58.0,151,50.333333333333336,D,True,Medium,468
Aarav,Female,3,50.0,31.0,70.0,151,50.333333333333336,D,True,Medium,468
Aryan,1,8,53.0,74.0,24.0,151,50.333333333333336,D,True,Medium,468
Krishna,Male,12,12.0,64.0,75.0,151,50.333333333333336,D,True,Medium,468
Anika,Female,12,41.0,13.0,97.0,151,50.333333333333336,D,True,Medium,468
Advika,Female,1,84.0,13.0,53.0,150,50.0,D,True,Medium,474
Anika,Female,12,11.0,49.0,90.0,150,50.0,D,True,Medium,474
Myra,Female,9,34.0,75.0,41.0,150,50.0,D,True,Medium,474
Isha,Female,4,9.0,41.0,100.0,150,50.0,D,True,Medium,474
Arjun,Female,12,81.0,5.0,64.0,150,50.0,D,True,Medium,474
Rohan,Female,12,66.0,70.0,14.0,150,50.0,D,True,Medium,474
Krishna,Male,3,49.0,97.0,4.0,150,50.0,D,True,Medium,474
Zara,Female,4,64.0,45.0,41.0,150,50.0,D,True,Medium,474
Reyansh,Female,8,44.0,45.0,60.0,149,49.66666666666666,F,False,Low,482
Aarav,Male,10,46.0,44.0,59.0,149,49.66666666666666,F,False,Low,482
Ananya,Female,4,23.0,48.0,78.0,149,49.66666666666666,F,False,Low,482
Arjun,Male,3,38.0,14.0,97.0,149,49.66666666666666,F,False,Low,482
Reyansh,Male,12,14.0,77.0,58.0,149,49.66666666666666,F,False,Low,482
Ishaan,1,2,63.0,25.0,61.0,149,49.66666666666666,F,False,Low,482
Vihaan,Female,2,58.0,50.0,41.0,149,49.66666666666666,F,False,Low,482
Rohan,Female,1,63.0,55.0,31.0,149,49.66666666666666,F,False,Low,482
Anika,Male,9,4.0,80.0,64.0,148,49.333333333333336,F,False,Low,490
Rohan,Female,4,80.0,17.0,51.0,148,49.333333333333336,F,False,Low,490
Aarav,Male,9,26.0,25.0,97.0,148,49.333333333333336,F,False,Low,490
Arjun,1,6,16.0,62.0,70.0,148,49.333333333333336,F,False,Low,490
Myra,Female,11,17.0,50.0,81.0,148,49.333333333333336,F,False,Low,490
Kabir,Female,8,70.0,20.0,58.0,148,49.333333333333336,F,False,Low,490
Shaurya,Female,11,5.0,43.0,100.0,148,49.333333333333336,F,False,Low,490
Rohan,Female,6,36.0,89.0,22.0,147,49.0,F,False,Low,494
Advika,Female,4,55.0,9.0,82.0,146,48.66666666666666,F,False,Low,498
Aarav,Male,9,42.0,28.0,76.0,146,48.66666666666666,F,False,Low,498
Rohan,Female,10,62.0,9.0,75.0,146,48.66666666666666,F,False,Low,498
Arjun,Female,3,10.0,74.0,62.0,146,48.66666666666666,F,False,Low,498
Zara,Female,6,87.0,55.0,4.0,146,48.66666666666666,F,False,Low,498
Shaurya,Male,10,61.0,25.0,60.0,146,48.66666666666666,F,False,Low,498
Aarav,Male,8,58.0,50.0,38.0,146,48.66666666666666,F,False,Low,498
Navya,Female,9,100.0,45.0,1.0,146,48.66666666666666,F,False,Low,498
Reyansh,Male,8,29.0,48.0,68.0,145,48.333333333333336,F,False,Low,504
Diya,Female,2,67.0,2.0,76.0,145,48.333333333333336,F,False,Low,504
Kabir,Male,5,68.0,11.0,66.0,145,48.333333333333336,F,False,Low,504
Reyansh,Male,10,14.0,77.0,54.0,145,48.333333333333336,F,False,Low,504
Ananya,Female,8,42.0,26.0,76.0,144,48.0,F,False,Low,509
Shaurya,1,10,32.0,67.0,45.0,144,48.0,F,False,Low,509
Shaurya,Female,7,56.0,4.0,84.0,144,48.0,F,False,Low,509
Ishaan,Male,3,92.0,27.0,25.0,144,48.0,F,False,Low,509
Isha,Male,4,56.0,77.0,11.0,144,48.0,F,False,Low,509
Reyansh,Male,5,97.0,5.0,41.0,143,47.66666666666666,F,False,Low,515
Shaurya,Female,1,94.0,5.0,44.0,143,47.66666666666666,F,False,Low,515
Aarav,Female,5,41.0,16.0,86.0,143,47.66666666666666,F,False,Low,515
Saanvi,Female,8,37.0,61.0,45.0,143,47.66666666666666,F,False,Low,515
Shaurya,Female,6,82.0,29.0,32.0,143,47.66666666666666,F,False,Low,515
Aditi,Male,6,65.0,23.0,55.0,143,47.66666666666666,F,False,Low,515
Shaurya,Male,9,35.0,95.0,13.0,143,47.66666666666666,F,False,Low,515
Diya,Female,11,100.0,40.0,3.0,143,47.66666666666666,F,False,Low,515
Ananya,1,7,73.0,52.0,17.0,142,47.333333333333336,F,False,Low,522
Krishna,Male,4,20.0,40.0,82.0,142,47.333333333333336,F,False,Low,522
Rohan,1,2,30.0,75.0,37.0,142,47.333333333333336,F,False,Low,522
Krishna,Female,6,21.0,61.0,60.0,142,47.333333333333336,F,False,Low,522
Arjun,Female,3,77.0,10.0,55.0,142,47.333333333333336,F,False,Low,522
Aditi,Female,10,30.0,90.0,22.0,142,47.333333333333336,F,False,Low,522
Vihaan,Male,11,68.0,56.0,17.0,141,47.0,F,False,Low,530
Saanvi,Female,11,19.0,76.0,46.0,141,47.0,F,False,Low,530
Aarav,Male,7,41.0,45.0,55.0,141,47.0,F,False,Low,530
Shaurya,Male,10,16.0,78.0,47.0,141,47.0,F,False,Low,530
Saanvi,Female,5,23.0,81.0,37.0,141,47.0,F,False,Low,530
Krishna,Male,9,31.0,21.0,89.0,141,47.0,F,False,Low,530
Aryan,Male,7,59.0,19.0,63.0,141,47.0,F,False,Low,530
Isha,Female,6,15.0,89.0,37.0,141,47.0,F,False,Low,530
Aryan,Male,8,78.0,59.0,4.0,141,47.0,F,False,Low,530
Reyansh,Male,4,85.0,39.0,16.0,140,46.66666666666666,F,False,Low,539
Arjun,Female,7,67.0,58.0,15.0,140,46.66666666666666,F,False,Low,539
Aryan,Female,2,94.0,10.0,36.0,140,46.66666666666666,F,False,Low,539
Shaurya,Female,8,25.0,98.0,17.0,140,46.66666666666666,F,False,Low,539
Aditi,Female,11,85.0,40.0,15.0,140,46.66666666666666,F,False,Low,539
Ishaan,Female,11,51.0,80.0,9.0,140,46.66666666666666,F,False,Low,539
Myra,Male,12,91.0,24.0,25.0,140,46.66666666666666,F,False,Low,539
Rohan,Female,8,61.0,10.0,69.0,140,46.66666666666666,F,False,Low,539
Vihaan,Female,9,29.0,96.0,15.0,140,46.66666666666666,F,False,Low,539
Rohan,Male,12,13.0,97.0,30.0,140,46.66666666666666,F,False,Low,539
Rohan,Female,8,63.0,67.0,9.0,139,46.333333333333336,F,False,Low,546
Advika,Female,1,48.0,31.0,60.0,139,46.333333333333336,F,False,Low,546
Isha,Male,6,45.0,31.0,63.0,139,46.333333333333336,F,False,Low,546
Ananya,Male,6,3.0,92.0,44.0,139,46.333333333333336,F,False,Low,546
Krishna,Male,11,8.0,92.0,38.0,138,46.0,F,False,Low,554
Kabir,Male,8,87.0,48.0,3.0,138,46.0,F,False,Low,554
Aditi,Female,6,48.0,52.0,38.0,138,46.0,F,False,Low,554
Aryan,Female,9,78.0,12.0,48.0,138,46.0,F,False,Low,554
Ananya,Female,1,15.0,39.0,84.0,138,46.0,F,False,Low,554
Aryan,Male,2,45.0,87.0,6.0,138,46.0,F,False,Low,554
Advika,Female,3,55.0,38.0,45.0,138,46.0,F,False,Low,554
Aarav,Female,12,66.0,53.0,19.0,138,46.0,F,False,Low,554
Isha,Male,7,9.0,58.0,71.0,138,46.0,F,False,Low,554
Advika,Male,10,66.0,53.0,19.0,138,46.0,F,False,Low,554
Shaurya,Female,3,38.0,20.0,80.0,138,46.0,F,False,Low,554
Aarav,Female,12,70.0,47.0,21.0,138,46.0,F,False,Low,554
Kabir,Female,11,82.0,34.0,21.0,137,45.66666666666666,F,False,Low,566
Saanvi,Male,1,65.0,44.0,28.0,137,45.66666666666666,F,False,Low,566
Ananya,Female,9,48.0,58.0,31.0,137,45.66666666666666,F,False,Low,566
Shaurya,Male,12,50.0,53.0,34.0,137,45.66666666666666,F,False,Low,566
Reyansh,Male,1,60.0,23.0,54.0,137,45.66666666666666,F,False,Low,566
Advika,Male,7,18.0,91.0,28.0,137,45.66666666666666,F,False,Low,566
Vihaan,Male,10,44.0,13.0,80.0,137,45.66666666666666,F,False,Low,566
Diya,Female,8,14.0,73.0,50.0,137,45.66666666666666,F,False,Low,566
Saanvi,Female,3,21.0,28.0,88.0,137,45.66666666666666,F,False,Low,566
Advika,Female,6,41.0,11.0,85.0,137,45.66666666666666,F,False,Low,566
Diya,Male,5,16.0,34.0,87.0,137,45.66666666666666,F,False,Low,566
Ananya,Male,11,18.0,22.0,96.0,136,45.333333333333336,F,False,Low,574
Reyansh,Female,12,42.0,67.0,27.0,136,45.333333333333336,F,False,Low,574
Saanvi,Male,1,67.0,15.0,54.0,136,45.333333333333336,F,False,Low,574
Anika,Female,3,94.0,1.0,41.0,136,45.333333333333336,F,False,Low,574
Aarav,Male,9,69.0,56.0,11.0,136,45.333333333333336,F,False,Low,574
Saanvi,Male,4,62.0,17.0,57.0,136,45.333333333333336,F,False,Low,574
Anika,Male,10,87.0,14.0,34.0,135,45.0,F,False,Low,579
Myra,1,11,41.0,51.0,43.0,135,45.0,F,False,Low,579
Krishna,Male,2,92.0,26.0,17.0,135,45.0,F,False,Low,579
Ananya,Male,2,55.0,77.0,3.0,135,45.0,F,False,Low,579
Aarav,Female,8,89.0,33.0,12.0,134,44.66666666666666,F,False,Low,586
Aryan,Male,3,19.0,49.0,66.0,134,44.66666666666666,F,False,Low,586
Aryan,Female,7,48.0,3.0,83.0,134,44.66666666666666,F,False,Low,586
Anika,Female,4,67.0,8.0,59.0,134,44.66666666666666,F,False,Low,586
Rohan,Male,8,68.0,17.0,49.0,134,44.66666666666666,F,False,Low,586
Vihaan,Female,9,20.0,60.0,54.0,134,44.66666666666666,F,False,Low,586
Aarav,Male,6,23.0,59.0,52.0,134,44.66666666666666,F,False,Low,586
Diya,Female,7,1.0,53.0,80.0,134,44.66666666666666,F,False,Low,586
Anika,Male,1,62.0,22.0,50.0,134,44.66666666666666,F,False,Low,586
Rohan,Female,9,45.0,38.0,50.0,133,44.333333333333336,F,False,Low,593
Reyansh,Female,8,51.0,23.0,59.0,133,44.333333333333336,F,False,Low,593
Myra,Male,2,50.0,1.0,82.0,133,44.333333333333336,F,False,Low,593
Zara,Female,6,53.0,8.0,72.0,133,44.333333333333336,F,False,Low,593
Isha,Male,12,96.0,22.0,15.0,133,44.333333333333336,F,False,Low,593
Reyansh,Male,10,69.0,37.0,27.0,133,44.333333333333336,F,False,Low,593
Ananya,Female,7,60.0,32.0,40.0,132,44.0,F,False,Low,602
Reyansh,Female,10,11.0,45.0,76.0,132,44.0,F,False,Low,602
Krishna,Female,9,18.0,93.0,21.0,132,44.0,F,False,Low,602
Ishaan,Male,3,33.0,47.0,52.0,132,44.0,F,False,Low,602
Arjun,Male,5,80.0,2.0,50.0,132,44.0,F,False,Low,602
Aarav,Female,2,70.0,47.0,15.0,132,44.0,F,False,Low,602
Zara,Female,9,60.0,48.0,24.0,132,44.0,F,False,Low,602
Aarav,Male,1,65.0,25.0,42.0,132,44.0,F,False,Low,602
Vihaan,Male,7,25.0,99.0,8.0,132,44.0,F,False,Low,602
Aryan,Male,11,21.0,38.0,73.0,132,44.0,F,False,Low,602
Advika,Male,5,18.0,82.0,32.0,132,44.0,F,False,Low,602
Shaurya,Female,11,82.0,16.0,33.0,131,43.66666666666666,F,False,Low,611
Myra,Female,10,79.0,43.0,9.0,131,43.66666666666666,F,False,Low,611
Isha,Male,1,37.0,29.0,65.0,131,43.66666666666666,F,False,Low,611
Reyansh,Male,3,11.0,70.0,50.0,131,43.66666666666666,F,False,Low,611
Aarav,Male,6,22.0,30.0,79.0,131,43.66666666666666,F,False,Low,611
Ishaan,Female,7,28.0,50.0,53.0,131,43.66666666666666,F,False,Low,611
Kabir,Female,9,81.0,19.0,31.0,131,43.66666666666666,F,False,Low,611
Krishna,Female,9,0.0,52.0,79.0,131,43.66666666666666,F,False,Low,611
Vihaan,Male,2,13.0,35.0,82.0,130,43.333333333333336,F,False,Low,618
Navya,Female,12,11.0,82.0,37.0,130,43.333333333333336,F,False,Low,618
Arjun,Female,3,14.0,56.0,60.0,130,43.333333333333336,F,False,Low,618
Myra,Male,9,46.0,56.0,28.0,130,43.333333333333336,F,False,Low,618
Krishna,Female,3,50.0,80.0,0.0,130,43.333333333333336,F,False,Low,618
Arjun,Female,3,32.0,79.0,19.0,130,43.333333333333336,F,False,Low,618
Rohan,1,8,50.0,50.0,29.0,129,43.0,F,False,Low,628
Anika,Female,3,72.0,1.0,56.0,129,43.0,F,False,Low,628
Zara,Male,2,40.0,48.0,41.0,129,43.0,F,False,Low,628
Kabir,Female,9,77.0,36.0,16.0,129,43.0,F,False,Low,628
Anika,Male,9,11.0,81.0,37.0,129,43.0,F,False,Low,628
Aditi,Male,5,69.0,3.0,57.0,129,43.0,F,False,Low,628
Shaurya,Male,10,63.0,31.0,35.0,129,43.0,F,False,Low,628
Aarav,1,7,24.0,80.0,25.0,129,43.0,F,False,Low,628
Ananya,Female,7,47.0,19.0,63.0,129,43.0,F,False,Low,628
Kabir,Female,6,30.0,33.0,66.0,129,43.0,F,False,Low,628
Kabir,Male,2,71.0,38.0,20.0,129,43.0,F,False,Low,628
Aditi,Male,3,33.0,67.0,29.0,129,43.0,F,False,Low,628
Anika,Female,5,32.0,56.0,41.0,129,43.0,F,False,Low,628
Reyansh,Male,8,29.0,75.0,24.0,128,42.66666666666666,F,False,Low,638
Shaurya,Male,6,48.0,2.0,78.0,128,42.66666666666666,F,False,Low,638
Advika,Male,3,39.0,86.0,3.0,128,42.66666666666666,F,False,Low,638
Saanvi,Male,2,95.0,18.0,15.0,128,42.66666666666666,F,False,Low,638
Saanvi,Male,12,57.0,31.0,40.0,128,42.66666666666666,F,False,Low,638
Isha,Female,9,9.0,63.0,56.0,128,42.66666666666666,F,False,Low,638
Kabir,Female,9,88.0,4.0,36.0,128,42.66666666666666,F,False,Low,638
Arjun,Female,12,4.0,43.0,80.0,127,42.333333333333336,F,False,Low,643
Aryan,Male,6,37.0,39.0,51.0,127,42.333333333333336,F,False,Low,643
Reyansh,Male,3,86.0,41.0,0.0,127,42.333333333333336,F,False,Low,643
Navya,Male,1,64.0,3.0,59.0,126,42.0,F,False,Low,646
Saanvi,Male,2,26.0,37.0,63.0,126,42.0,F,False,Low,646
Anika,Female,8,18.0,94.0,14.0,126,42.0,F,False,Low,646
Ishaan,Male,1,38.0,15.0,73.0,126,42.0,F,False,Low,646
Advika,1,10,22.0,79.0,24.0,125,41.66666666666666,F,False,Low,651
Navya,Male,2,14.0,70.0,41.0,125,41.66666666666666,F,False,Low,651
Reyansh,Male,1,1.0,100.0,24.0,125,41.66666666666666,F,False,Low,651
Arjun,Female,11,24.0,55.0,46.0,125,41.66666666666666,F,False,Low,651
Ananya,Female,2,48.0,2.0,75.0,125,41.66666666666666,F,False,Low,651
Shaurya,Female,7,23.0,53.0,48.0,124,41.333333333333336,F,False,Low,655
Myra,Male,12,7.0,62.0,55.0,124,41.333333333333336,F,False,Low,655
Ananya,Female,7,53.0,20.0,51.0,124,41.333333333333336,F,False,Low,655
Aryan,Female,4,26.0,5.0,92.0,123,41.0,F,False,Low,660
Ishaan,Male,1,49.0,69.0,5.0,123,41.0,F,False,Low,660
Diya,Male,8,90.0,16.0,17.0,123,41.0,F,False,Low,660
Shaurya,Male,2,49.0,67.0,7.0,123,41.0,F,False,Low,660
Isha,Female,11,45.0,46.0,32.0,123,41.0,F,False,Low,660
Shaurya,Female,10,38.0,14.0,71.0,123,41.0,F,False,Low,660
Aditi,Male,11,44.0,18.0,61.0,123,41.0,F,False,Low,660
Ishaan,Female,9,70.0,2.0,50.0,122,40.66666666666666,F,False,Low,667
Reyansh,Female,12,13.0,88.0,21.0,122,40.66666666666666,F,False,Low,667
Ishaan,Female,5,14.0,24.0,84.0,122,40.66666666666666,F,False,Low,667
Aryan,Female,5,1.0,47.0,74.0,122,40.66666666666666,F,False,Low,667
Aditi,Male,6,74.0,0.0,48.0,122,40.66666666666666,F,False,Low,667
Rohan,Female,7,66.0,9.0,47.0,122,40.66666666666666,F,False,Low,667
Krishna,Female,11,54.0,39.0,29.0,122,40.66666666666666,F,False,Low,667
Myra,Male,6,23.0,9.0,90.0,122,40.66666666666666,F,False,Low,667
Kabir,Male,1,27.0,1.0,93.0,121,40.333333333333336,F,False,Low,674
Aditi,Female,11,45.0,71.0,5.0,121,40.333333333333336,F,False,Low,674
Zara,Female,12,5.0,100.0,16.0,121,40.333333333333336,F,False,Low,674
Rohan,Male,1,9.0,21.0,91.0,121,40.333333333333336,F,False,Low,674
Navya,Female,3,65.0,31.0,25.0,121,40.333333333333336,F,False,Low,674
Ishaan,Female,9,33.0,54.0,33.0,120,40.0,F,False,Low,679
Saanvi,Female,12,62.0,16.0,42.0,120,40.0,F,False,Low,679
Aditi,Male,2,52.0,59.0,9.0,120,40.0,F,False,Low,679
Advika,Female,3,72.0,38.0,10.0,120,40.0,F,False,Low,679
Reyansh,Female,7,22.0,26.0,72.0,120,40.0,F,False,Low,679
Arjun,Male,4,92.0,17.0,11.0,120,40.0,F,False,Low,679
Ananya,Female,8,2.0,46.0,71.0,119,39.66666666666666,F,False,Low,686
Rohan,Male,9,37.0,46.0,36.0,119,39.66666666666666,F,False,Low,686
Aryan,Male,7,25.0,22.0,72.0,119,39.66666666666666,F,False,Low,686
Ishaan,Male,9,66.0,5.0,48.0,119,39.66666666666666,F,False,Low,686
Navya,Male,8,60.0,45.0,14.0,119,39.66666666666666,F,False,Low,686
Isha,Female,7,27.0,61.0,31.0,119,39.66666666666666,F,False,Low,686
Diya,1,5,32.0,20.0,67.0,119,39.66666666666666,F,False,Low,686
Krishna,Female,1,55.0,63.0,1.0,119,39.66666666666666,F,False,Low,686
Aditi,Female,1,44.0,23.0,51.0,118,39.333333333333336,F,False,Low,693
Reyansh,Female,2,12.0,65.0,41.0,118,39.333333333333336,F,False,Low,693
Arjun,Female,6,60.0,5.0,53.0,118,39.333333333333336,F,False,Low,693
Saanvi,Male,2,2.0,37.0,79.0,118,39.333333333333336,F,False,Low,693
Diya,Female,6,72.0,2.0,44.0,118,39.333333333333336,F,False,Low,693
Arjun,Male,8,15.0,2.0,100.0,117,39.0,F,False,Low,697
Diya,Male,5,16.0,96.0,5.0,117,39.0,F,False,Low,697
